x,y
3.8697802427798167,19.12244776580831
2.1943921987602617,11.382963672181457
4.292989599556912,20.166836531507577
3.4868401452968194,16.783917682662764
0.47088673943824766,5.221121506551924
4.878111758183779,23.919928894048834
3.805698509951765,18.313378946708806
3.930321526384769,19.36522489881593
0.6405681633777294,3.512100552479895
2.251929689477836,11.959000355981225
1.8539901211629062,9.572730214358753
4.633824944243009,20.316486716548408
3.2193256004033226,14.99915003468454
4.113808066354149,19.121108824715787
2.2170709941366558,12.784186518902636
1.1361936089238844,6.218381717955974
2.772923935079174,14.122327232911115
0.3190862805208766,3.7921756887499285
4.13815585996291,19.224950345489678
3.1583219956103243,16.6360458077459
3.7904387004268694,18.699870238711405
1.772629840649342,11.42791747004011
4.853490121974517,22.259454808648165
4.465605606610988,20.16647981477325
3.8919174853688094,18.343811124594737
0.9731935392598379,7.135270948310573
2.333605018635171,12.510993432994395
0.21901882893614388,2.791687243511209
0.7714474603377391,6.176279622978831
3.415244766212273,16.889207394988
3.7238107795390856,20.412717155690263
4.83754866217105,24.22703925996587
1.6291267906907598,8.66326381220422
1.8522985301743444,10.121810759148202
2.3477790563790397,10.927674223679155
0.9473567954214285,6.198720167722227
0.6496075266773582,5.914035110299773
2.3785246311296686,13.719952145406907
1.1345467452544207,6.809103143274074
3.3490699734125515,15.74213345358241
2.1857595943616537,9.59574934770796
4.163390980289187,19.490898000611843
3.5013255100112457,15.942887628185417
1.5618332069102054,8.717893400274749
4.161299006976005,18.76833524973643
4.023821787484009,19.001024595683482
1.9373918951508724,8.991839189246859
1.4416405196512205,7.29951683321389
3.4124775198748774,18.77915719152781
0.698762418046549,4.507627090912165
0.9995410123755416,5.901378471047527
0.03681134875502756,4.9841589233414245
3.934621887510692,21.643554719283177
3.324254282960161,15.125450503015301
3.5258268931316756,16.735058615738673
3.9036451551098397,18.956136171379868
2.2945788776916998,13.907013155172391
2.8437059797644686,13.387966840629637
0.6989849906382872,5.550662116611039
0.5726503676798672,6.0679390467812135
3.3420148089523583,16.802825310276052
2.3554810307156626,12.045768051632551
2.826180532405944,14.170899165107736
3.824994287080128,16.92508133995053
3.173591600002954,15.456192656037151
2.767897003289979,13.805200523150962
2.796035803727068,14.416313104534527
1.519750490313061,8.523674742433228
0.15408917283969703,4.087895213903927
2.183586946161812,12.747063602467076
1.072923364097646,7.447122784059051
2.042643218623181,11.522329282891928
4.26701536634083,20.12121681294119
1.1696974293267037,7.678874110398229
0.2915137084453301,3.444496800238473
1.4069194601099828,8.944172102113239
1.467968788833418,8.774588556920182
3.3095825736344753,18.331498603468496
2.7851607617063916,15.71399794930081
3.9194910455320677,19.063810734684772
3.321567701636938,15.523213596852983
2.031934307200353,10.015325756817994
4.070101923330173,20.471550646409558
0.8348645995385195,6.602207623301217
0.11356036566930239,3.9343848660688203
0.45023930387820876,3.0563712285386417
3.6117967529822517,18.374625493487187
2.3093861512569367,12.691964943242109
